iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
JPN,Asia,Japan,2021-02-28,432090,997,1014.571,7889,30,57.714,3416.367,7.883,8.022,62.375,0.237,0.456,0.84,,,,,,,,,19775,7734523,61.154,0.156,41896,0.331,0.024,41.3,people tested,,,,,3009,,,,24,50.93,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-01,432778,688,1007.571,7940,51,57,3421.807,5.44,7.966,62.778,0.403,0.451,0.85,,,,,,,,,60090,7794613,61.629,0.475,42741,0.338,0.024,42.4,people tested,31785,31785,,,2836,0.03,0.03,,22,48.15,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-02,433700,922,981.714,8005,65,58.571,3429.097,7.29,7.762,63.292,0.514,0.463,0.88,,,,,,,,,82324,7876937,62.28,0.651,51884,0.41,0.019,52.9,people tested,34772,34772,,2987,2837,0.03,0.03,,22,48.15,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-03,434944,1244,1030.286,8068,63,57.714,3438.932,9.836,8.146,63.791,0.498,0.456,0.92,,,,,,,,,30168,7907105,62.518,0.239,48379,0.383,0.021,47,people tested,37303,37303,,2531,2774,0.03,0.03,,22,48.15,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-04,436093,1149,1039.571,8135,67,56.714,3448.017,9.085,8.219,64.32,0.53,0.448,0.94,,,,,,,,,68856,7975961,63.063,0.544,49753,0.393,0.021,47.9,people tested,39174,39174,,1871,2468,0.03,0.03,,20,48.15,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-05,437222,1129,1049.857,8190,55,53.143,3456.944,8.927,8.301,64.755,0.435,0.42,0.94,,,,,,,,,45153,8021114,63.42,0.357,47937,0.379,0.022,45.7,people tested,46469,46469,,7295,2563,0.04,0.04,,20,48.15,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-06,437634,412,934.429,8196,6,48.143,3460.201,3.258,7.388,64.803,0.047,0.381,0.94,,,,,,,,,31058,8052172,63.665,0.246,48203,0.381,0.019,51.6,people tested,,,,,3566,,,,28,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-07,439356,1722,1038,8255,59,52.286,3473.816,13.615,8.207,65.269,0.466,0.413,1.01,,,,,,,,,14409,8066581,63.779,0.114,47437,0.375,0.022,45.7,people tested,,,,,4570,,,,36,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-08,439977,621,1028.429,8301,46,51.571,3478.726,4.91,8.131,65.633,0.364,0.408,0.99,,,,,,,,,67917,8134498,64.316,0.537,48555,0.384,0.021,47.2,people tested,70796,70796,,,5573,0.06,0.06,,44,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-09,441152,1175,1064.571,8359,58,50.571,3488.017,9.29,8.417,66.091,0.459,0.4,1.03,,,,,,,,,40237,8174735,64.634,0.318,42543,0.336,0.025,40,people tested,107558,107558,,36762,10398,0.09,0.09,,82,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-10,442411,1259,1066.714,8412,53,49.143,3497.971,9.954,8.434,66.51,0.419,0.389,1.05,,,,,,,,,60152,8234887,65.11,0.476,46826,0.37,0.023,43.9,people tested,148950,148915,35,41392,15950,0.12,0.12,0,126,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-11,443714,1303,1088.714,8457,45,46,3508.273,10.302,8.608,66.866,0.356,0.364,1.06,,,,,,,,,56851,8291738,65.56,0.449,45111,0.357,0.024,41.4,people tested,181184,180741,443,32234,20287,0.14,0.14,0,160,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-12,444977,1263,1107.857,8515,58,46.429,3518.26,9.986,8.759,67.325,0.459,0.367,1.06,,,,,,,,,55562,8347300,65.999,0.439,46598,0.368,0.024,42.1,people tested,230542,227194,3348,49358,26296,0.18,0.18,0,208,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-13,446312,1335,1239.714,8566,51,52.857,3528.815,10.555,9.802,67.728,0.403,0.418,1.05,,,,,,,,,31295,8378595,66.246,0.247,46632,0.369,0.027,37.6,people tested,,,,,27982,,,,221,42.59,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
JPN,Asia,Japan,2021-03-14,447287,975,1133,8587,21,47.429,3536.524,7.709,8.958,67.894,0.166,0.375,1.02,,,,,,,,,17266,8395861,66.383,0.137,47040,0.372,0.024,41.5,people tested,,,,,29668,,,,235,42.59,126476458,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919
GBR,Europe,United Kingdom,2020-04-20,131260,4866,4749,19090,576,862.143,1933.536,71.679,69.956,281.207,8.485,12.7,1.05,3130,46.107,19330,284.742,,,,,17365,532229,7.84,0.256,21797,0.321,0.218,4.6,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-21,136035,4775,4810,20314,1224,882.714,2003.874,70.339,70.854,299.237,18.03,13.003,1.08,3036,44.722,19139,281.929,,,,,22763,554992,8.175,0.335,22726,0.335,0.212,4.7,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-22,141540,5505,4867.857,21171,857,878.857,2084.966,81.092,71.706,311.861,12.624,12.946,1.15,2964,43.661,18533,273.002,,,,,23073,578066,8.515,0.34,23371,0.344,0.208,4.8,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-23,146708,5168,4842.857,21855,684,828,2161.093,76.128,71.338,321.937,10.076,12.197,1.09,2867,42.233,17867,263.191,,,,,28024,606093,8.928,0.413,24386,0.359,0.199,5,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-24,151689,4981,4841.571,22873,1018,842.857,2234.466,73.373,71.319,336.932,14.996,12.416,1.01,2703,39.817,17063,251.348,,,,,28225,634319,9.344,0.416,25399,0.374,0.191,5.2,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-25,155453,3764,4702.714,23689,816,801.143,2289.912,55.446,69.274,348.953,12.02,11.801,0.85,2702,39.802,16604,244.586,,,,,29058,663377,9.772,0.428,26514,0.391,0.177,5.6,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-26,158926,3473,4647.429,24053,364,791.286,2341.072,51.159,68.459,354.315,5.362,11.656,0.83,2580,38.005,16555,243.865,,,10625,156.512,31610,694987,10.238,0.466,28271,0.416,0.164,6.1,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-27,163630,4704,4624.286,24376,323,755.143,2410.364,69.293,68.118,359.073,4.758,11.124,1,2460,36.237,16662,245.441,,,,,31453,726553,10.703,0.463,27761,0.409,0.167,6,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-28,168357,4727,4617.429,25347,971,719,2479.996,69.631,68.017,373.376,14.303,10.591,1.05,2353,34.661,15877,233.877,,,,,45263,771817,11.369,0.667,30975,0.456,0.149,6.7,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-29,173807,5450,4609.571,26118,771,706.714,2560.277,80.282,67.902,384.733,11.357,10.41,1.13,2286,33.674,15521,228.633,,,,,65643,839597,12.368,0.967,37362,0.55,0.123,8.1,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-04-30,178771,4964,4580.429,26754,636,699.857,2633.4,73.123,67.472,394.102,9.369,10.309,1.05,2224,32.761,15164,223.374,,,,,83143,922684,13.592,1.225,45227,0.666,0.101,9.9,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-01,183501,4730,4544.571,27454,700,654.429,2703.076,69.676,66.944,404.413,10.311,9.64,0.96,2178,32.083,14723,216.878,,,,,74142,996826,14.684,1.092,51787,0.763,0.088,11.4,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-02,186731,3230,4468.286,28039,585,621.429,2750.655,47.58,65.82,413.031,8.617,9.154,0.76,2068,30.463,14380,211.826,,,,,63559,1060387,15.62,0.936,56716,0.835,0.079,12.7,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-03,189708,2977,4397.429,28292,253,605.571,2794.508,43.853,64.777,416.757,3.727,8.92,0.72,2009,29.594,14188,208.997,,,9617,141.664,68203,1128590,16.625,1.005,61943,0.912,0.071,14.1,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-04,193091,3383,4208.714,28565,273,598.429,2844.342,49.834,61.997,420.779,4.021,8.815,0.79,1936,28.518,14097,207.657,,,,,72630,1208190,17.797,1.07,68805,1.014,0.061,16.3,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-05,196780,3689,4060.429,29290,725,563.286,2898.683,54.341,59.812,431.459,10.68,8.298,0.87,1874,27.605,13723,202.148,,,,,66919,1270344,18.713,0.986,71218,1.049,0.057,17.5,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-06,200616,3836,3829.857,29937,647,545.571,2955.189,56.506,56.416,440.989,9.531,8.037,0.91,1802,26.544,13148,193.678,,,,,74455,1347190,19.845,1.097,72513,1.068,0.053,18.9,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
GBR,Europe,United Kingdom,2020-05-07,204387,3771,3659.429,30395,458,520.143,3010.738,55.549,53.905,447.736,6.747,7.662,0.88,1685,24.821,12626,185.988,,,,,77466,1424655,20.986,1.141,71710,1.056,0.051,19.6,tests performed,,,,,,,,,,79.63,67886004,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932
